Name,Rating,Review,Tags
Unspent Time,4.06,Very good,Fantasy
24 Colors,3.84,Very good,Sequential Art-Manga
Killer Heat,3.83,Very good,Mystery
Perla la Loca,4.48,Very good,Sequential Art-Comics
The In Death Collection: Books 6-10,4.65,Excellent,Romance
Wanted: Undead or Alive,4.24,Very good,Romance-Paranormal Romance
The Whole Pet Diet: Eight Weeks to Great Health for Dogs and Cats,4.01,Very good,Nonfiction
A Place of Greater Safety,3.95,Very good,Historical-Historical Fiction
The Mystical City of God (4 Volume Set),4.72,Excellent,Christianity-Catholic
Praise Her in the Gates,4.19,Very good,Parenting
Timber Ridge Reflections,4.69,Excellent,Historical-Historical Fiction
The Price of Everything: Solving the Mystery of Why We Pay What We Do,3.36,Good,Nonfiction
Before the Poison,3.72,Very good,Mystery
Red Rider's Hood,3.85,Very good,Fantasy
"The Walking Dead, Vol. 14: No Way Out",4.32,Very good,Sequential Art-Graphic Novels
Poesia LÃ­rica,4.28,Very good,Poetry
Hulk: Gray,3.77,Very good,Sequential Art-Comics
3 By Flannery O'Connor,4.22,Very good,Fiction
A Woman Rides the Beast,4.23,Very good,Religion
The Kite Rider,3.53,Very good,Historical-Historical Fiction
Path To Truth,3.84,Very good,Media Tie In-Star Wars
Ruby Tuesday,4.01,Very good,Romance
Learning to Breathe,3.8,Very good,---
Word and Breath,3.62,Very good,Fantasy
Ghana: The Autobiography of Kwame Nkrumah,4.06,Very good,Biography
Legend of the White Wolf,4.11,Very good,Romance-Paranormal Romance
The Assault on Reason,3.78,Very good,Politics
Edge of Destiny,3.55,Very good,Fantasy
à¦¤à¦¿à¦¨ à¦à§à§à§à¦¨à§à¦¦à¦¾,4.45,Very good,Thriller
Basilisk,3.95,Very good,Fantasy-Urban Fantasy
The Spark: A Mother's Story of Nurturing Genius,4.14,Very good,Nonfiction
Death of a Gossip,3.71,Very good,Mystery
Walt Disney's Uncle Remus (A Little Golden Book),4.2,Very good,Childrens
Discover the Destroyer,3.91,Very good,Fantasy
Pour Connaitre La Pensee de Albert Camus,4.0,Very good,---
Get the Teacher!,3.69,Very good,Childrens
Emerald City,3.26,Good,Plays
Ulisses,3.41,Good,European Literature-Portuguese Literature
Sweet Shadows,4.06,Very good,Fantasy-Mythology
Mystery of Crocodile Island,3.84,Very good,Mystery
Amity & Sorrow,3.17,Good,Fiction
Grandpa Green,4.11,Very good,Childrens-Picture Books
Pity Isn't an Option,4.28,Very good,Science Fiction-Dystopia
The One Minute Millionaire: The Enlightened Way to Wealth,4.03,Very good,Business
Pandaemonium,3.82,Very good,Fiction
Ø¹ØµØ± ÙÙÙØªÙØ± 2,3.97,Very good,History
March Upcountry,4.19,Very good,Science Fiction
Golden Stories of Umar Ibn Al-Khatab,4.71,Excellent,Religion-Islam
Whiskey and Gumdrops,3.49,Good,Romance
Pyre of Queens,3.62,Very good,Fantasy
Ð ÑÑÐ°ÑÐ¸ ÑÐ¾ÑÐ¾ÐºÐ° Ð¾ÑÑÑÐ¾Ð²Ð¾Ð²,3.69,Very good,Fantasy
Water & Fire,4.41,Very good,Fantasy
Fire After Dark,3.79,Very good,Romance
Deathwatch,3.91,Very good,Romance-Romantic Suspense
Sammy Keyes and the Power of Justice Jack,4.12,Very good,Mystery
The Hathaways Complete Series,4.61,Excellent,Romance
Ø¯Ù Ø¨ÛØªÛ ÙØ§Û Ø¨Ø§Ø¨Ø§ Ø·Ø§ÙØ±,4.15,Very good,Poetry
à¤¤à¥ à¤«à¥à¤²à¤°à¤¾à¤£à¥ [Tee Phulrani],4.14,Very good,Literature-Marathi
Psychotherapist's Casebook: Theory and Techniques in the Practice of Modern Therapies (Jossey Bass Social and Behavioral Science Series),4.33,Very good,Anthologies
HotShot,3.97,Very good,Romance
Let Them Eat Fruitcake,3.67,Very good,Womens Fiction-Chick Lit
The Forbidden,4.27,Very good,Paranormal-Vampires
The Ghoul Next Door,4.23,Very good,Mystery
The Last Harvest,3.67,Very good,Horror
Major Crush,3.8,Very good,Young Adult
The Art of Living: Vipassana Meditation: As Taught by S. N. Goenka,4.35,Very good,Religion-Buddhism
Revealed,4.13,Very good,Romance
Warrior Spirit,3.8,Very good,Fantasy
Bonnets And Puppies,4.52,Excellent,Christian Fiction
Turbulence,2.59,Moderate,Childrens
The Last Empire: Essays 1992-2000,3.91,Very good,Writing-Essays
Crash,4.28,Very good,Romance
Sonnets to a Young Man,4.37,Very good,Poetry
A Curious Beginning,3.97,Very good,Mystery
Rikmadenda mencari Tuhan: Sebuah Lakon Wayang Carangan berdasarkan Ciptaan Dalang Abyor,3.27,Good,Classics-Classic Literature
Marathon Baba,3.37,Good,Modern
If He's Tempted,4.21,Very good,Romance-Historical Romance
Harlequin Valentine,3.78,Very good,Sequential Art-Graphic Novels
Safer Dead,3.59,Very good,Mystery-Crime
The Tyranny of Socialism,4.33,Very good,History
Come the Spring,3.97,Very good,Romance
Dangerous Lover,3.73,Very good,Romance
Respect and Resilience,0.0,Poor,---
Goddess of Love,4.06,Very good,Fantasy
Oi For England,4.0,Very good,Plays
Above San Diego,4.0,Very good,Nonfiction
Soy Sauce Face,3.61,Very good,Romance-M M Romance
What to Buy the Shadowhunter Who Has Everything,4.25,Very good,Fantasy
"Godchild, Volume 01",4.08,Very good,Sequential Art-Manga
Baka Sakali,4.46,Very good,Romance
The Loch Ness Legacy,3.98,Very good,Thriller
Blue,4.32,Very good,Historical-Historical Fiction
Their Fractured Light,4.13,Very good,Science Fiction
Sei mein Stern,4.81,Excellent,Fantasy
Recuerda que me quieres,4.15,Very good,Young Adult
Justice,4.04,Very good,Fantasy
"Cosmic Questions: Galactic Halos, Cold Dark Matter and the End of Time",4.07,Very good,Nonfiction
A Shield of Glass,4.63,Excellent,Paranormal-Vampires
ÙÙØ§Ø·ÙÙÙ ÙØ§ Ø°ÙÙÙÙ,3.92,Very good,Politics
Death and Life of Philosophy,4.12,Very good,Philosophy
Night Sins,3.96,Very good,Mystery
Insider,3.97,Very good,Romance
Glassbyen: Tegneserieroman,3.93,Very good,Sequential Art-Graphic Novels
The Capture,4.2,Very good,Erotica-BDSM
Elements of Chemistry: HEAT,4.04,Very good,Romance
The 26-Storey Treehouse,4.3,Very good,Humor
"Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War",3.74,Very good,Nonfiction
Moon: The Life and Death of a Rock Legend,4.18,Very good,Music
Inspire,3.79,Very good,New Adult
The Painter's Daughter,4.01,Very good,Historical-Historical Fiction
Arms of Deliverance: A Story of Promise,4.25,Very good,Historical-Historical Fiction
"Exile and Pride: Disability, Queerness, and Liberation",4.35,Very good,Disability
Viplala lood,4.19,Very good,Childrens
Marriage Material,3.57,Very good,Fiction
The Watcher,3.81,Very good,Fantasy-Urban Fantasy
Alight,4.17,Very good,Science Fiction
Easy Charm,4.23,Very good,Romance
Rio de Janeiro: Everything You Need To Know,3.67,Very good,---
The Tell-Tale Start,3.76,Very good,Mystery
Happy Days,3.89,Very good,Plays
Beauty,3.93,Very good,Romance
Insight,3.81,Very good,Romance-M M Romance
Faro's Daughter,3.93,Very good,Romance
The Art of Breathing,4.42,Very good,Romance-M M Romance
The Weavers of Saramyr,3.77,Very good,Fantasy
Die WellenlÃ¤ufer,3.94,Very good,Fantasy
The Day of St. Anthony's Fire,4.2,Very good,History
Brody's Ghost Volume 3,4.28,Very good,Sequential Art-Graphic Novels
"Act Like A Lady, Think Like A Man: by Steve Harvey | Summary & Analysis",4.5,Excellent,---
Little Manfred,4.04,Very good,Historical
Half Blood Blues,3.67,Very good,Fiction
Lux et Nox,4.61,Excellent,Art-Photography
"Works of Honore de Balzac. The Human Comedy, Colonel Chabert, Ursula, A Woman of Thirty, Father Goriot, The Chouans, An Historical Mystery, The Alkahest, ... Droll Stories & more (Mobi Collected Works)",4.6,Excellent,---
A Era do Capital: 1848-1875,4.22,Very good,History
The Emperor of Evening Stars,4.36,Very good,New Adult
Battle of the Sexes,4.02,Very good,Novella
Waiting is Not Easy!,4.45,Very good,Childrens-Picture Books
Brazen,3.83,Very good,Romance
Paris Letters,3.84,Very good,Travel
Basaclanca,4.0,Very good,---
Broken Vows: Tony Blair: The Tragedy of Power,3.41,Good,Politics
They Whisper,3.42,Good,Fiction
Pela Vida,4.25,Very good,Philosophy
The New Teen Titans: The Judas Contract,4.24,Very good,Sequential Art-Comics
False God of Rome,4.23,Very good,Historical-Historical Fiction
David,3.35,Good,Historical-Historical Fiction
The Six Sacred Stones,4.18,Very good,Thriller
Residenza Arcadia,4.13,Very good,Sequential Art-Graphic Novels
I Am the Mission,4.18,Very good,Young Adult
Untamed Delights,4.3,Very good,Fantasy-Paranormal
Beta,3.93,Very good,Romance
Supernatural: What the Bible Teaches about the Unseen World - And Why It Matters,4.34,Very good,Religion-Theology
Lake Silence,4.28,Very good,Fantasy
"The Arab of the Future: A Childhood in the Middle East, 1978-1984: A Graphic Memoir",4.03,Very good,Sequential Art-Graphic Novels
The Book of Chuang Tzu,4.37,Very good,Philosophy
Mark of the Raven,4.15,Very good,Fantasy
Horse Show,3.83,Very good,Animals-Horses
Moment of Truth,3.94,Very good,Contemporary
The Flame of a Candle,3.93,Very good,Philosophy
Modern Romance,3.82,Very good,Nonfiction
His Deadly Darling,4.24,Very good,Novella
Cats Aloft,4.1,Very good,Fantasy
Trans Mission: My Quest to a Beard,4.11,Very good,Nonfiction
Radicalized,4.07,Very good,Science Fiction
áááááá á£á¤ááá¡á¬á£áá áááá¯áá¡á,3.72,Very good,Classics
Paskutinieji liudytojai,4.48,Very good,Nonfiction
The Incredible Internet,3.73,Very good,Nonfiction
Dieci piccoli indiani,4.26,Very good,Mystery
A Zoo in My Luggage,4.12,Very good,Nonfiction
Roommates,3.55,Very good,Womens Fiction-Chick Lit
The Anatomy of Dependence,3.75,Very good,Cultural-Japan
The Boat Girls: An uplifting wartime saga full of friendship and romance...,4.2,Very good,Historical
The Clerkenwell Tales,3.24,Good,Historical-Historical Fiction
"The Gang That Wouldn't Write Straight: Wolfe, Thompson, Didion, Capote, and the New Journalism Revolution",3.87,Very good,Nonfiction
Jesus Wants Me For a Sunbeam,3.68,Very good,---
"Merry Christmas, Mouse!",3.96,Very good,Holiday-Christmas
The Dragon at Noonday,4.02,Very good,Historical-Historical Fiction
"You Say More Than You Think: Use the New Body Language to Get What You Want!, The 7-Day Plan",3.62,Very good,Nonfiction
In the Wake of the Plague: The Black Death and the World It Made,3.46,Good,History
Plato and a Platypus Walk Into a Bar: Understanding Philosophy Through Jokes,3.78,Very good,Philosophy
No Highway,3.95,Very good,Fiction
Weed Volume 2,4.18,Very good,Sequential Art-Manga
Nightshade Tavern,4.49,Very good,Fantasy-Urban Fantasy
The Forgotten Door,4.09,Very good,Science Fiction
Betrayal,3.59,Very good,Fiction
'Til the Boys Come Home: A World War I Novel,4.08,Very good,Historical-Historical Fiction
Dead In The Water,4.15,Very good,Mystery
"Ligo Na U, Lapit Na Me",3.85,Very good,---
With a Little Luck,4.23,Very good,---
Trek to Kraggen-Cor,3.88,Very good,Fantasy
The Great Brain at the Academy,4.27,Very good,Childrens
Art and Beauty in the Middle Ages,3.99,Very good,Art
The Little Foxes,3.96,Very good,Plays
The Well-Trained Mind: A Guide to Classical Education at Home,4.32,Very good,Education
Forty Stories,4.2,Very good,Short Stories
The Ivy Chronicles,3.46,Good,Womens Fiction-Chick Lit
What My Girlfriend Doesn't Know,3.95,Very good,Young Adult
Wild,4.15,Very good,GLBT-Lesbian
The Ruins of Ambrai,4.06,Very good,Fantasy
Forevermore,4.07,Very good,Christian Fiction
Where the Gods Reign: Plants and Peoples of the Colombian Amazon,4.64,Excellent,Travel
Critique of Judgment,4.09,Very good,Philosophy
The Proposal,3.93,Very good,Christian Fiction
Down the River,4.18,Very good,Environment-Nature
Kiss of Death,3.81,Very good,Paranormal-Vampires
Just Watch Me: The Life of Pierre Elliott Trudeau: 1968-2000,4.06,Very good,Biography
Letters on Literature and Politics 1912-1972,4.27,Very good,Criticism-Literary Criticism
Annexed,3.78,Very good,Historical-Historical Fiction
Caravan of Dreams,4.21,Very good,Philosophy
Hiding from the Light,4.05,Very good,Historical-Historical Fiction
Never Again Good-bye,4.01,Very good,Christian Fiction
Girl Meets God,3.94,Very good,Autobiography-Memoir
Mother Was a Tragic Girl,4.5,Excellent,Poetry
Locked On,4.04,Very good,Fiction
We3,3.91,Very good,Sequential Art-Comics
Running Shoes (The Shades of Northwood),2.67,Moderate,Fantasy-Urban Fantasy
Pooh Winnie the Pooh and the Honey Tree (A Little Golden Book),4.36,Very good,Childrens
Flashfire,4.16,Very good,Romance-Paranormal Romance
In the Courts of the Sun,3.31,Good,Fantasy
The In Death Collection: Books 16-20,4.67,Excellent,Mystery
Top Girls,3.59,Very good,Plays
My Heartbeat,3.71,Very good,Young Adult
Dread Locks,3.66,Very good,Fantasy
"The Walking Dead, Vol. 15: We Find Ourselves",4.12,Very good,Sequential Art-Graphic Novels
Evenings with Idries Shah,4.63,Excellent,---
The Complete Poetry and Selected Prose,4.24,Very good,Poetry
Daredevil Noir,3.61,Very good,Sequential Art-Comics
A Cup of Trembling: Jerusalem and Bible Prophecy,4.62,Excellent,Christian
Want To Play?,4.12,Very good,Mystery
Land of Loss,3.81,Very good,Fantasy
Stop the Train!,3.77,Very good,Historical-Historical Fiction
The False Peace,3.96,Very good,Media Tie In-Star Wars
Enslaved,3.49,Good,Erotica-BDSM
Redemption,4.16,Very good,Fantasy-Paranormal
Basil,3.71,Very good,Classics
Ghosts of Ascalon,3.72,Very good,Fantasy
Once Were Warriors,3.95,Very good,Fiction
"Swearing: A Social History of Foul Language, Oaths and Profanity in English",3.7,Very good,History
Hospitality Management and Organisational Behaviour,4.0,Very good,---
Presentation Zen: Simple Ideas on Presentation Design and Delivery,4.07,Very good,Business
Murphy's Boy,4.14,Very good,Nonfiction
The Removalists,3.42,Good,Plays
Winds of Fury,4.06,Very good,Fantasy
Mystery of the Ivory Charm,3.86,Very good,Mystery
Ø¨Ø³ÙØ· ÙØ§ÙÙØ§Ø¡ ÙØ§Ø¶Ø­ ÙØ·ÙÙØ© ÙØ³Ø¯Ø³,4.02,Very good,Poetry
"Cannons at Dawn: The Second Diary of Abigail Jane Stewart, Valley Forge, Pennsylvania, 1779",4.08,Very good,Historical-Historical Fiction
The Works of the BrontÃ« Sisters,4.32,Very good,Poetry
Loves That Bind: A Novel,3.54,Very good,Cultural-Spain
The Widower's Tale,3.66,Very good,Fiction
Goals!: How to Get Everything You Want Faster Than You Ever Thought Possible,4.29,Very good,Self Help
Darien: Guardian Angel of Jesus,4.01,Very good,Christian Fiction
Caribbee,3.47,Good,Historical-Historical Fiction
Pericles of Athens and the Birth of Democracy,3.93,Very good,History
Ø£ÙØ±ÙØ¨Ø§ Ø§ÙÙØ³Ø·Ù 1,4.08,Very good,History
Mrs. Maddox,4.05,Very good,Romance
History of Makkah,4.27,Very good,Religion-Islam
The Pioneers,3.4,Good,Classics
Rum and Raindrops,4.0,Very good,Romance
Salvation in Death,4.28,Very good,Mystery
Air & Earth,4.42,Very good,Fantasy
The Language Inside,3.87,Very good,Young Adult
Deathtrap,4.19,Very good,Romance-Romantic Suspense
How It All Began,3.55,Very good,Fiction
Sammy Keyes and the Night of Skulls,4.21,Very good,Mystery
Book of the Hopi,4.08,Very good,History
Landga,4.07,Very good,Literature-Marathi
The City Always Wins,3.89,Very good,Fiction
Stolen Breaths,3.7,Very good,Romance
Spring Broke,3.79,Very good,Christian Fiction
Pura Vida,3.51,Very good,---
Le clan des MacLaren,3.74,Very good,Romance
The Damned,4.28,Very good,Paranormal-Vampires
Sabotaged,4.33,Very good,Christian Fiction
People of the River,4.11,Very good,Historical-Historical Fiction
What a Ghoul Wants,4.14,Very good,Fantasy-Paranormal
La metÃ  di niente,3.48,Good,Fiction
Bolero,5.0,Excellent,---
"Blown to Bits: Your Life, Liberty, and Happiness After the Digital Explosion",3.61,Very good,Nonfiction
Pursued,4.15,Very good,Romance
"Contes des mille et une nuits, IntÃ©grale Volumes 1 Ã  9",4.0,Very good,Unfinished
The Soul Stealer,3.66,Very good,Fantasy
A Plain Christmas,4.33,Very good,Amish
Dark Light,3.96,Very good,Fantasy-Paranormal
Cloud Busting,4.04,Very good,Poetry
Undeniably You,4.25,Very good,Romance
Revive,4.29,Very good,Romance
Redburn: His First Voyage,3.62,Very good,Fiction
One Hundred Ways for a Cat to Train Its Human,3.73,Very good,Nonfiction
El Filibusterismo,4.21,Very good,Classics
Cathy's Key,3.75,Very good,Young Adult
If He's Dangerous,4.2,Very good,Romance-Historical Romance
"Kingdom Hearts II, Vol. 1",4.31,Very good,Sequential Art-Manga
The Princesse de ClÃ¨ves,3.43,Good,Classics
Unnatural Creatures,3.88,Very good,Fantasy
Cade,3.54,Very good,Fiction
Der Incal Bd. 5: In weiter Ferne,4.04,Very good,Sequential Art-Comics
Danny's Dragon,3.72,Very good,Romance-M M Romance
"Area 51 - Black Jets: A History of the Aircraft Developed at Groom Lake, America's Secret Aviation Base",4.07,Very good,History
Becoming the Villainess,4.24,Very good,Poetry
The Fall of the Hotel Dumort,3.9,Very good,Fantasy
Ahh! Sims.,3.0,Good,---
Chase & Hearts,4.35,Very good,Romance
The Sacred Sword,4.18,Very good,Thriller
The Death Sculptor,4.39,Very good,Thriller
Healing Water: A Hawaiian Story,3.94,Very good,Historical-Historical Fiction
Exploring English,4.57,Excellent,Short Stories
La interpretadora de sueÃ±os,3.95,Very good,Drama
A Shropshire Lad,4.04,Very good,Poetry
"365 Journal Writing Ideas: A year of daily journal writing prompts, questions & actions to fill your journal with memories, self-reflection, creativity & direction",3.83,Very good,Language-Writing
Finally Us,4.05,Very good,New Adult
Rebellion,4.04,Very good,Fantasy
The Death and Life of Superman,4.1,Very good,Sequential Art-Comics
Influence & Independence,4.86,Excellent,---
Waiting for the Wild Beasts to Vote,3.87,Very good,Cultural-Africa
Endgame: Bobby Fischer's Remarkable Rise and Fall - From America's Brightest Prodigy to the Edge of Madness,4.0,Very good,Biography
Tabacaria,4.52,Excellent,Poetry
The Invitation,4.24,Very good,Erotica-BDSM
Ù¾Ø±,3.18,Good,Novels
Elements of Chemistry: CAPTURE,4.14,Very good,Romance
Dr. Wren's Incredible Hoverpark of Wonder,3.71,Very good,Adventure
The 39-Storey Treehouse,4.3,Very good,Fiction
The Snowden Files: The Inside Story of the World's Most Wanted Man,3.85,Very good,Nonfiction
Fluke,3.87,Very good,Horror
The Space Between Us,4.0,Very good,Fiction
Romulus Buckle & the City of the Founders,3.62,Very good,Science Fiction-Steampunk
Snow Angel,3.87,Very good,Christian Fiction
Shatter,4.38,Very good,Romance-M M Romance
VÃ¤ike raamatutuba,4.05,Very good,Fantasy
The Search,4.15,Very good,Romance
Desafiar os Limites: A ciÃªncia da sobrevivÃªncia,4.12,Very good,Science
Ragweed,3.88,Very good,Childrens
Easy Love,4.11,Very good,Romance
Three Amazing Things About You,4.14,Very good,Womens Fiction-Chick Lit
Burn,3.82,Very good,Christian Fiction
"Flower Farming: Sales, Markets, Funding, And Investing",3.5,Very good,---
"Started Early, Took My Dog",3.92,Very good,Mystery
What Would Lizzy Bennet Do?,3.34,Good,Womens Fiction-Chick Lit
Interborough,4.14,Very good,Romance-M M Romance
The Weight of Glory,4.42,Very good,Christian
Mystery Monsters Of The Deep,5.0,Excellent,History
Brody's Ghost Volume 4,4.26,Very good,Sequential Art-Graphic Novels
Michael Morpurgo Classic Collection,4.53,Excellent,Childrens
Killing the Rising Sun: How America Vanquished World War II Japan,4.34,Very good,History
A Tide of War,4.59,Excellent,Paranormal-Vampires
Dirk Braeckman,4.18,Very good,Art
We Were Eight Years in Power: An American Tragedy,4.42,Very good,Nonfiction
The Decay of the Angel,4.13,Very good,Fiction
Say You'll Remember Me,3.95,Very good,Young Adult
Swink,4.33,Very good,Romance
"Hand, Hand, Fingers, Thumb",4.23,Very good,Childrens-Picture Books
ÚÙÛÙ Ú¯ÙØª Ø¨ÙØ¯Ø§,4.0,Very good,---
The Metastases of Enjoyment: Six Essays on Women and Causality,3.86,Very good,Philosophy
The Fault in Our Stars,4.21,Very good,Young Adult
The Furies of Rome,4.33,Very good,Historical-Historical Fiction
"Four Princes: Henry VIII, Francis I, Charles V, Suleiman the Magnificent and the Obsessions that Forged Modern Europe",3.79,Very good,History
The Years,3.77,Very good,Classics
Stoneheart,3.64,Very good,Fantasy
Petits oiseaux,3.92,Very good,Cultural-Japan
A Gift from Earth,3.84,Very good,Science Fiction
Silver,3.71,Very good,Horror
The Chomsky-Foucault Debate: On Human Nature,3.95,Very good,Philosophy
PhÃ¨dre,3.72,Very good,Plays
Being Happy!,4.21,Very good,Self Help
The Night Diary,4.2,Very good,Historical-Historical Fiction
"Bitch Planet, Vol. 1: Extraordinary Machine",4.04,Very good,Sequential Art-Graphic Novels
Î Î¿Î¹Î®Î¼Î±ÏÎ± 1943-1974,4.5,Excellent,Literature-
Wild Hunger,4.24,Very good,Fantasy-Paranormal
Omega,4.15,Very good,Romance
All Rights Reserved,3.69,Very good,Young Adult
Old Testament Theology for Christians: From Ancient Context to Enduring Belief,4.22,Very good,Religion-Theology
Feminist Theory: From Margin to Center,4.37,Very good,Feminism
Ecology and Liberation: A New Paradigm (Ecology & Justice Series),3.74,Very good,Religion-Theology
The Storytelling Animal: How Stories Make Us Human,3.71,Very good,Nonfiction
Wild Country,4.24,Very good,Fantasy
"Notorious Victoria: The Life of Victoria Woodhull, Uncensored",3.64,Very good,Biography
The Hidden Gallery,4.07,Very good,Mystery
Reginald Bones: BOX SET 1-3,4.37,Very good,---
Sacrificed to the Beast,3.72,Very good,Romance
Awful Auntie,4.21,Very good,Childrens
Things You Can't Say,4.44,Very good,Childrens-Middle Grade
Enter a Glossy Web,4.18,Very good,Fantasy
Sissy: A Coming-of-Gender Story,4.09,Very good,Nonfiction
10th Grade,3.08,Good,Fiction
Falling In,3.66,Very good,Fantasy
AlemdaÄ'da Var Bir YÄ±lan,4.24,Very good,Asian Literature-Turkish Literature
Orgoglio e Pregiudizio,4.26,Very good,Classics
Burst Out Laughing,4.4,Very good,---
The Canterbury Papers,3.61,Very good,Historical-Historical Fiction
If You Give a Mouse a Brownie,3.88,Very good,Childrens-Picture Books
City of Quartz: Excavating the Future in Los Angeles,4.12,Very good,History
The Hounds of Sunset,4.08,Very good,Historical-Historical Fiction
Perfect Mistake,4.07,Very good,Young Adult
Frankenstein Makes a Sandwich,4.21,Very good,Childrens-Picture Books
To Serve Them All My Days,4.3,Very good,Fiction
"Eyeshield 21, Vol. 8: True Warriors Seek Out Strong Foes",4.31,Very good,Sequential Art-Manga
Mine to Take,4.09,Very good,Romance
The Outlandish Adventures of Liberty Aimes,3.95,Very good,Fantasy
Dance on the Earth: a Memoir,4.04,Very good,Cultural-Canada
Work: A Story of Experience,3.68,Very good,Classics
Weed / Yoshihiro Takahashi,4.67,Excellent,Sequential Art-Manga
The Basket of Flowers: A Tale for the Young,4.16,Very good,Fiction
Swag,3.88,Very good,Fiction
The IHOP Papers,3.55,Very good,Fiction
The Draining Lake,3.89,Very good,Mystery
"I'll Be Seeing You: A World War II Novel, Pacific Theater",3.99,Very good,Historical-Historical Fiction
Hunter's Moon,4.21,Very good,Mystery
A Blazing Gilded Age,4.19,Very good,Historical-Historical Fiction
Kapitan Sino,3.9,Very good,---
Pandora Gets Jealous,3.74,Very good,Fantasy-Mythology
City of Tranquil Light,4.22,Very good,Historical-Historical Fiction
"Stopping Time, Part 1",3.95,Very good,Young Adult
Liverpool Lies,4.25,Very good,Romance
The Silver Call,3.98,Very good,Fantasy
GÃ©lida Luz,4.22,Very good,Fantasy
"Crouching Vampire, Hidden Fang",4.09,Very good,Romance-Paranormal Romance
Faerie Lord,3.96,Very good,Fantasy
In Your Eyes,3.82,Very good,Contemporary
"Excuses Begone!: How to Change Lifelong, Self-Defeating Thinking Habits",4.17,Very good,Self Help
The Nether World,3.85,Very good,Classics
Show Jumper,3.79,Very good,Animals-Horses
Lois Lane Tells All,3.75,Very good,Romance
The Tenth Gift,3.82,Very good,Historical-Historical Fiction
Ja mÃ¥ han le... Va?,3.1,Good,Young Adult
The Dolphins of Laurentum,4.07,Very good,Historical-Historical Fiction
The Cobbler's Kids,4.21,Very good,Fiction
Elmo,3.21,Good,European Literature-Finnish Literature
Meridian,3.71,Very good,Young Adult
Wake Up Call,3.8,Very good,Romance
Ashes to Ashes,4.05,Very good,Mystery
Green Eyed Monster,3.53,Very good,GLBT-Lesbian
Cosmology,4.4,Very good,Science-Physics
Dark Celebration,4.36,Very good,Romance-Paranormal Romance
The School of Fear,3.92,Very good,Media Tie In-Star Wars
The Journey Home: Some Words in Defense of the American West,4.18,Very good,Nonfiction
"Hey, Good Looking",3.83,Very good,Romance
Troublesome Young Men: The Rebels Who Brought Churchill to Power and Helped Save England,4.22,Very good,History
Konin: A Quest,4.46,Very good,World War II-Holocaust
Homer's Odyssey,4.19,Very good,Nonfiction
Savor,3.71,Very good,Paranormal-Vampires
Views of Jeopardy,4.13,Very good,Poetry
Learning How to Learn: Psychology and Spirituality in the Sufi Way,4.38,Very good,Spirituality
Child of the Phoenix,4.29,Very good,Historical-Historical Fiction
House of Reckoning,3.8,Very good,Horror
Tibetan Relaxation: Kum Nye Massage and Movement,4.03,Very good,Nonfiction
Note To Self,3.45,Good,Humor
The Book of Deacon,3.85,Very good,Fantasy
Superstition,3.74,Very good,Romance-Romantic Suspense
The Clone,3.48,Good,Science Fiction
Light Through the Cracks,3.27,Good,Fiction
Jack the Ripper: Letters from Hell,4.01,Very good,Crime-True Crime
Wrecked,2.93,Moderate,Young Adult
The Darling Dahlias and the Cucumber Tree,3.68,Very good,Mystery
Darkfire Kiss,4.16,Very good,Romance-Paranormal Romance
J.D Robb in Death Collection Books 30-32,4.7,Excellent,Mystery
Climbing Mount Improbable,4.08,Very good,Science
Becky Bananas: This Is Your Life,3.64,Very good,Childrens
Unshaken: Ruth,4.29,Very good,Christian Fiction
Duckling Ugly,3.71,Very good,Fantasy
"The Walking Dead, Vol. 16: A Larger World",4.16,Very good,Sequential Art-Graphic Novels
My Romance: A Novel,3.8,Very good,---
Ventus,3.94,Very good,Science Fiction
Fruitless Fall: The Collapse of the Honey Bee and the Coming Agricultural Crisis,4.32,Very good,Nonfiction
The Moment of Truth,3.9,Very good,Media Tie In-Star Wars
Wild Irish Ride,3.76,Very good,Romance
Untitled,3.33,Good,Young Adult
Return to Summerhouse,3.98,Very good,Romance
Stay Close,3.89,Very good,Mystery
The Adventures of the Great Mouse Detective (Classic Storybook),3.84,Very good,Childrens-Picture Books
Sacrifice,4.18,Very good,Fantasy-Paranormal
My Thoughts Be Bloody: The Bitter Rivalry Between Edwin and John Wilkes Booth That Led to an American Tragedy,4.27,Very good,History
Even Now / Ever After,4.51,Excellent,Christian Fiction
What Becomes of the Broken Hearted?,3.64,Very good,Fiction
à¦¬à¦¿à¦à§à¦²à§à¦° à¦®à§à¦¤à§à¦¯à§,3.48,Good,Thriller
Saving Raphael Santiago,4.18,Very good,Fantasy
"Operations Management: With ""Essentials Of Management And Organisational Behaviour"" And ""Accounting And Finance For Non Specialists""",4.13,Very good,---
Uncle Dynamite,4.29,Very good,Humor
Kai Chand Thay Sar-e-Aasman / Ú©Ø¦Û ÚØ§ÙØ¯ ØªÚ¾Û Ø³Ø± Ø¢Ø³ÙØ§Úº,4.05,Very good,---
The Big Race,3.55,Very good,Childrens
Travelling North,3.73,Very good,Plays
Trojan Odyssey,3.94,Very good,Fiction
Ø£Ø­ÙÙ ÙØµØ§Ø¦Ø¯Ù,3.95,Very good,Poetry
EsmiuÃ§ar os gato fedorento,3.29,Good,Humor
